Type,Buy,Cur.,Sell,Cur..1,Fee,Cur..2,Exchange,Group,Comment,Date
Trade,6.27984736,ETH,0.1576869672096,BTC,0.000788434836048,BTC,Coinbase Pro,default,"Trade (Trade ID: 9733256.0): Buy 6.27984736 ETH, Sell 0.15768697 BTC, Fee 0.00078843 BTC",26-06-2020 00:25:16
Trade,50.0,LINK,1.0257245,ETH,0.0051286225,ETH,Coinbase Pro,default,"Trade (Trade ID: 420146.0): Buy 50.00000000 LINK, Sell 1.02572450 ETH, Fee 0.00512862 ETH",26-06-2020 15:29:06
Trade,338.02,LINK,6.9343180504,ETH,0.034671590252,ETH,Coinbase Pro,default,"Trade (Trade ID: 420147.0): Buy 338.02000000 LINK, Sell 6.93431805 ETH, Fee 0.03467159 ETH",26-06-2020 15:29:06
Trade,3558.0,BAT,4.0653708,ETH,0.020326854,ETH,Coinbase Pro,default,"Trade (Trade ID: 276644.0): Buy 3558.00000000 BAT, Sell 4.06537080 ETH, Fee 0.02032685 ETH",26-06-2020 20:05:16
Withdrawal,0.0,,1.0,LINK,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 597856ba-22b4-4a7f-ad4f-b70cd8c24e2a),26-06-2020 20:16:09
Withdrawal,0.0,,10.0,BAT,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 58d82437-65b0-4870-ae59-c7e4d104486d),26-06-2020 20:23:13
Withdrawal,0.0,,387.02,LINK,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 579c40d2-7b59-4695-b4b1-a30dc60bfb2f),26-06-2020 21:58:10
Withdrawal,0.0,,3548.0,BAT,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 87b575d6-7bef-4579-b044-2fe93d718013),26-06-2020 21:59:00
Deposit,0.001,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: b57b8d28-d3f4-4584-adf0-f90fc466ea00),26-06-2020 22:27:10
Deposit,0.29946,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 69f85ced-7135-4029-9b67-25d49df7e2fb),26-06-2020 23:24:20
Trade,10.30703027,ETH,0.258706459777,BTC,0.001293532298885,BTC,Coinbase Pro,default,"Trade (Trade ID: 9736834.0): Buy 10.30703027 ETH, Sell 0.25870646 BTC, Fee 0.00129353 BTC",26-06-2020 23:33:46
Withdrawal,0.0,,10.3076141,ETH,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: a65127d8-3e21-4383-950d-b1c5758f25ce),26-06-2020 23:35:14
Withdrawal,0.0,,0.04046001,BTC,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 2d1b4d76-c95d-47a7-9bc0-ad8eba389587),26-06-2020 23:36:39
Deposit,0.0599497,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 3596515d-49f6-4c52-bcc9-6777cdf137d0),23-11-2020 20:36:47
Trade,9438.0,XLM,0.05964816,BTC,0.0002982408,BTC,Coinbase Pro,default,"Trade (Trade ID: 1849270.0): Buy 9438.00000000 XLM, Sell 0.05964816 BTC, Fee 0.00029824 BTC",23-11-2020 20:37:36
Withdrawal,0.0,,9438.0,XLM,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 6db07f6e-7842-4513-82f5-fd175dec617f),23-11-2020 20:39:49
Deposit,1.0,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 0c23cc3b-ccd8-41b9-b687-46d56830f289),05-01-2021 00:35:27
Trade,4.80990658,ETH,0.1635849227858,BTC,0.000817924613929,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795210.0): Buy 4.80990658 ETH, Sell 0.16358492 BTC, Fee 0.00081792 BTC",05-01-2021 00:37:40
Trade,3.09157303,ETH,0.10511348302,BTC,0.0005255674151,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795208.0): Buy 3.09157303 ETH, Sell 0.10511348 BTC, Fee 0.00052557 BTC",05-01-2021 00:37:40
Trade,8.1,ETH,0.275319,BTC,0.001376595,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795204.0): Buy 8.10000000 ETH, Sell 0.27531900 BTC, Fee 0.00137659 BTC",05-01-2021 00:37:40
Trade,0.275,ETH,0.00934725,BTC,4.673625e-05,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795205.0): Buy 0.27500000 ETH, Sell 0.00934725 BTC, Fee 0.00004674 BTC",05-01-2021 00:37:40
Trade,3.53800999,ETH,0.12029233966,BTC,0.0006014616983,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795206.0): Buy 3.53800999 ETH, Sell 0.12029234 BTC, Fee 0.00060146 BTC",05-01-2021 00:37:40
Trade,8.99896455,ETH,0.3059647947,BTC,0.0015298239735,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795207.0): Buy 8.99896455 ETH, Sell 0.30596479 BTC, Fee 0.00152982 BTC",05-01-2021 00:37:40
Trade,0.45289855,ETH,0.0154030796855,BTC,7.70153984275e-05,BTC,Coinbase Pro,default,"Trade (Trade ID: 11795209.0): Buy 0.45289855 ETH, Sell 0.01540308 BTC, Fee 0.00007702 BTC",05-01-2021 00:37:40
Withdrawal,0.0,,0.10409496,ETH,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 2e3c6b72-4d13-49d0-8b40-e3132a0f72e9),05-01-2021 00:44:10
Withdrawal,0.0,,29.07102446,ETH,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 265f6860-5f0e-4695-b96a-b9f8c5d04d0a),05-01-2021 00:52:04
Withdrawal,0.0,,0.09123328,ETH,0.0,,Coinbase Pro,default,Withdrawal (Transfer ID: 951e0e0a-06ed-4f0c-9def-e8da2aa52a45),05-01-2021 01:37:17
Deposit,0.35,BTC,0.0,,0.0,,Coinbase Pro,default,Deposit (Transfer ID: 46524180-9703-4dcd-9f69-310ebd630966),05-01-2021 01:58:09
