Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT6bs9pTVvUMhYQLLKhXG6Ev,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-21 00:00:00
NXT6j6G9tdBF96CPvicO7pXOO,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-20 00:00:00
NXT74ztx08qJlGeuDt5FvisrG,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-19 00:00:00
NXTm0IxMmSyTBkM7G3X876hn,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-18 00:00:00
NXT27GgK5xLgU78sK6X9hNUEF,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-17 00:00:00
NXT21j4K1aKoOrt3AcX1q9OXy,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-16 00:00:00
NXTMqcWDZtZ3RbUowLdaQyV9,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-15 00:00:00
NXTikMHJ1v204G4kSKOdk1Vt,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-14 00:00:00
NXT4BZMIlYIeeKr9R69w3ZW2K,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-13 00:00:00
NXT6UZr5MhmgdcQ9wo9DU4aP5,Interest,USDX,-1.61000000,-,0.00000000,$1.61,-,-,"approved / Interest",2024-11-12 00:00:00
NXT5Ik13PtmTgH8JIgqFo8tNJ,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-11 00:00:00
NXT5S9gkYekyahezCVVRnlXTg,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-10 00:00:00
NXT2lwjAkXIbbm2szbHjsXI1J,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-09 00:00:00
NXT3rGoZlCv0hlXQQQM4gm7NU,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-08 00:00:00
NXT2jRMz1KzdZZydWV0e8NGEh,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-07 00:00:00
NXT5Vi682Ne0joJWisTW2B7hV,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-06 00:00:00
NXT5qGg1WRYcLwbFr5btC3CHT,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-05 00:00:00
NXT214u5hSXPJiqB5wYgxrZ1X,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-04 00:00:00
NXTNQOkYQJW2yqhEthrmQC0A,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-03 00:00:00
NXT2RAny7SiQHjY5kOSWjplFa,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-02 00:00:00
NXT6uwvywMBz2cWv8v3sJFG7Q,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-11-01 00:00:00
NXT7mvAuZKv1OekXlw89idFR5,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-10-31 00:00:00
NXTkTReLCZSBDIumbCjrxdZo,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-10-30 00:00:00
NXT6p0PZYHrDRdRuYE8HtF4Nx,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-10-29 00:00:00
NXToqt6mXCllG3aXl6VIaqqJ,Interest,USDX,-1.60000000,-,0.00000000,$1.60,-,-,"approved / Interest",2024-10-28 00:00:00
NXT50P0vb2L3HdsSXnfwPJFRJ,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-27 00:00:00
NXT47NKnFkK8a0dHA3Aee2YXU,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-26 00:00:00
NXT67TueZe12vXQuhS47jhRS1,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-25 00:00:00
NXT6ocmXxP9a1nS5hpdeEIzkq,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-24 00:00:00
NXT3357jyHPG98zHH5frJoJ8W,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-23 00:00:00
NXT5D9gnouz6XhfaDGgi3g6Tk,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-22 00:00:00
NXT4frMbYgU8iBzgme33g35Zp,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-21 00:00:00
NXTEjsQ4llTgRy2Qo9GyBcfU,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-20 00:00:00
NXT27CpKpkcgxeMvWpfssTpE1,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-19 00:00:00
NXT6Khbof1TNCNt2bq6SuHdeg,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-18 00:00:00
NXT4v8x1dyhEoENpyAH3gx6Cn,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-17 00:00:00
NXT4xdVY1PSGU0bYxDOQtYsbJ,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-16 00:00:00
NXT4WnlnOeM1LGbFWOLfN66DV,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-15 00:00:00
NXT4JzUVd9TMeulCIjpiwolxi,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-14 00:00:00
NXT7HQ4w0uZ0N5nZn5B9I7ROC,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-13 00:00:00
NXT3nM2l0xyK8VGT2i8S0iF19,Interest,USDX,-1.59000000,-,0.00000000,$1.59,-,-,"approved / Interest",2024-10-12 00:00:00
NXT1pjf4ekG96kbIzTw8sS2Lh,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-11 00:00:00
NXT1OvMYRM224kIJQuleijvpd,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-10 00:00:00
NXT66ibr0WrQP1OoG4fwqpIZy,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-09 00:00:00
NXTea9CHvNHZPUL2T6A760kp,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-08 00:00:00
NXT38yy0rfh0HZiVvKle70mgI,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-07 00:00:00
NXT3bJnlH2EsZ5x8HkeuCd7Td,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-06 00:00:00
NXT7R8DjwubE0QmcgchiN6cF1,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-05 00:00:00
NXT3FlQXolSLLc7R7aQNzZZGY,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-04 00:00:00
NXT6kOd2UJyFWrRqkWy8zIEMA,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-03 00:00:00
NXT5FvXgawOYkYhJHW1yU9wcJ,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-02 00:00:00
NXT6kZMlpzOuZBrDNZ3qznycA,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-10-01 00:00:00
NXT2u3TaIczTeZJjYPZPG52sQ,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-09-30 00:00:00
NXT1eg0cC5nI7DHnJQliTfJoC,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-09-29 00:00:00
NXTab01zxd2TCKCjWAYvFq3Z,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-09-28 00:00:00
NXT1ASnvt7FShopQUcUIszh2H,Interest,USDX,-1.58000000,-,0.00000000,$1.58,-,-,"approved / Interest",2024-09-27 00:00:00
NXT2FOwA73gIWnYLkdcCYyH62,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-26 00:00:00
NXTk6KP0EDF3cwnb9I9L2MGB,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-25 00:00:00
NXT348UhjEh72WrYgzE672abX,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-24 00:00:00
NXT3f7EFeUfCDV1LInO05g2Tt,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-23 00:00:00
NXT7DKWE7mWjQpPA1oxLtLTkZ,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-22 00:00:00
NXT4rapL20pNZHVBK1pw0cZal,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-21 00:00:00
NXT14Pr9QWdplJVvx9hUwZzoq,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-20 00:00:00
NXT1uw9wHSPbMw31bPbwYDZ67,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-19 00:00:00
NXT6uLzmr6pui7dSZQWo06X0L,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-18 00:00:00
NXT3yTgH57ICcUT33V23sNCC5,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-17 00:00:00
NXT4TSiL6Pbfvq9wB9XBD14Ht,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-16 00:00:00
NXT1HQyKcVHIdV1sJeAJCXU2Z,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-15 00:00:00
NXT3SsAAovsnhMrmeJ4euIUFB,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-14 00:00:00
NXT1l6AlvOI2TSCYMQkhsWZNZ,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-13 00:00:00
NXT1mM9lmrBZWpoFbGivaHKlo,Interest,USDX,-1.57000000,-,0.00000000,$1.57,-,-,"approved / Interest",2024-09-12 00:00:00
NXT6Pmy5ziqYFoWdH8y4d7Af0,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-11 00:00:00
NXT6JUF6g0cqDaOqbvKVckeaM,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-10 00:00:00
NXT6bHRPO3NZAnPaf0oPQJH0T,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-09 00:00:00
NXT4qHfzbm0jW2wbciGT2ps0L,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-08 00:00:00
NXT5AR3KI2Pmbf56F7yYOcE0L,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-07 00:00:00
NXT3KG38CVGzWJPfiblqhVXBa,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-06 00:00:00
NXT59CVhN7Kw2QwFlNnWAj32m,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-05 00:00:00
NXT4u3SjQQes7yTBVtpyr8cnn,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-04 00:00:00
NXT4ro2T9JIXKppDSUH3i8h0y,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-03 00:00:00
NXT2wz0a21Jln5TZnOSm3yIWw,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-02 00:00:00
NXT2jD5kq0LadJuWMhpqMzgWp,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-09-01 00:00:00
NXT7aIJ8nJo25mP83FYZflTKY,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-08-31 00:00:00
NXT39NG96UgqIr8AZiq31hPUM,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-08-30 00:00:00
NXT76xlbHhLGeR710vyVktJZ7,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-08-29 00:00:00
NXTqcFbh3BsVYdMiUQvKNAX1,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-08-28 00:00:00
NXT5UjbvwubI193EoNg3EsJZl,Interest,USDX,-1.56000000,-,0.00000000,$1.56,-,-,"approved / Interest",2024-08-27 00:00:00
NXT7coEUCcWhRZe4uyv01b8zf,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-26 00:00:00
NXT7DFSFHhnf1QcayBsAnan6I,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-25 00:00:00
NXT4WeDetoaI5PbWPNUgE4T8H,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-24 00:00:00
NXT7Wr6HJA3x9XPAYw79HiUwH,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-23 00:00:00
NXT44fg3zhLTUodgmuZUkT60g,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-22 00:00:00
NXT2KN9hYkGwUR1S91A3Ou7hz,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-21 00:00:00
NXTkFAEOdsr84iguFtIMhCCs,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-20 00:00:00
NXT5ROvovTud6eMrp0pMG3RBS,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-19 00:00:00
NXT6dt6DwKpGrRa2gdUiYGtzw,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-18 00:00:00
NXT5OJnYTXSjYQlcPC3NoN4KY,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-17 00:00:00
NXT5NndlS0QffDMQY1YsySSwf,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-16 00:00:00
NXT4HCmhBryp6KqRcZmgLtnsr,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-15 00:00:00
NXT3Bh4VqEocv63kUj8d0DqFG,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-14 00:00:00
NXT5DZbGIfdmWnvp8L4oZXUtF,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-13 00:00:00
NXT1p8BFX1efVbXN4Lov3ryVR,Interest,USDX,-1.55000000,-,0.00000000,$1.55,-,-,"approved / Interest",2024-08-12 00:00:00
NXT3NhsbVHZchifF76tjVwgIL,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-11 00:00:00
NXT145apAuieMq346FL1Mb8FT,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-10 00:00:00
NXTACbSjKboVoDrx8VRUI4HX,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-09 00:00:00
NXT5cFxIZCcmAmP13ZywHm15m,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-08 00:00:00
NXT9WmhkxhTxEV12T1AYfFEa,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-07 00:00:00
NXT6gEwImZZ07ailV2Ee1AZK4,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-06 00:00:00
NXTdMwVzmyRlBFRsUsLdOdnZ,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-05 00:00:00
NXT4uYBSNlfhunc1vKAtJUnVY,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-04 00:00:00
NXT6dJFftOFpdgSYOzteuOlu,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-03 00:00:00
NXT3t4myZk4mgIkC9EKtoZLWy,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-02 00:00:00
NXT4gLkahNWOJ0IZEbYq1pApH,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-08-01 00:00:00
NXT5crwTsSgmRcYgg432UZUaD,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-07-31 00:00:00
NXTLWTtx0XwarZo6XSyfRJ31,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-07-30 00:00:00
NXT413wj62wRCUsJrFP5u1tqn,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-07-29 00:00:00
NXT1ItCzOVJzT1GFze8SQohpH,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-07-28 00:00:00
NXTW2g8UqyPNUpn8YhIK1cC3,Interest,USDX,-1.54000000,-,0.00000000,$1.54,-,-,"approved / Interest",2024-07-27 00:00:00
NXT3fVCEgq59zIYmk2bdGEl2A,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-26 00:00:00
NXT5bxnQgelxNgegyG84xbo0Q,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-25 00:00:00
NXT4BBbuz3tEkGP4zuisIjIAw,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-24 00:00:00
NXT118AJLLv6G5jPGspM5pYLC,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-23 00:00:00
NXT4iQdBzM02357G4vP5WO5KC,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-22 00:00:00
NXT4rOUGtttDkP6dfjo2LnWSR,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-21 00:00:00
NXT3cPdwBZGRTrs559I0kHVLD,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-20 00:00:00
NXT7K61LKrP9smXCuslCRo2NP,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-19 00:00:00
NXT1xeAcCZYTFG5u908fUGhYA,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-18 00:00:00
NXT6qBiCmd86QPJ4jFPBFhEkd,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-17 00:00:00
NXT3NoGiL3XTmqk0CeZMjwFr,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-16 00:00:00
NXT7Yz6h55xVhw4uTG3ZFGa4z,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-15 00:00:00
NXT4P19x5PCtwc7qIG7wlrsXj,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-14 00:00:00
NXT6UgyWGfRIQqH23471eNGrC,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-13 00:00:00
NXTF19fp65j4hByrBp8Xr14,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-12 00:00:00
NXT2nqQbB2A8pVsJ2K3Of2lI6,Interest,USDX,-1.53000000,-,0.00000000,$1.53,-,-,"approved / Interest",2024-07-11 00:00:00
NXTRuagUj0dzgFwsXtScEiTR,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-10 00:00:00
NXT2IFcskI4hHyhtOsxg678OR,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-09 00:00:00
NXT32tVxfqsdqWMvVzxjtrgHn,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-08 00:00:00
NXT6dLPqOldLCW2vbd9Q2r0oI,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-07 00:00:00
NXT4OkBX420rMBlj5gavFe7PZ,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-06 00:00:00
NXT4My83WxBV4kRyRHjnjomD0,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-05 00:00:00
NXT5HPEOvjW1DsjY4G43dsV34,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-04 00:00:00
NXT4gZvT9ruJkPIrf2mKtyVR0,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-03 00:00:00
NXT2OS3bevhBs0ad5hnjJ6eND,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-02 00:00:00
NXT214WlF38H8a4ZzT8QFNXMs,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-07-01 00:00:00
NXT6ZLWV8RJ4WzoWnXL3LQ17q,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-30 00:00:00
NXT2oIYpDtnjXACrF8OQ7OdrM,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-29 00:00:00
NXT59KgvICQg5FgB9Km2RBsGz,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-28 00:00:00
NXT3d9v8XgoyNb8AEHOl9Ev0a,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-27 00:00:00
NXT4P06vy7BGRmMwfEfRglwny,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-26 00:00:00
NXT4ibAORg0LBncJfXXrcqpT2,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-06-25 00:00:00
NXT1T1b0b3699gUHRY6SkuyLq,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-24 00:00:00
NXT5SVS8uLzL5xjre6zeRRZTv,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-23 00:00:00
NXT5YdjArfM1D1mIjEAs3Ub2L,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-22 00:00:00
NXTt5ANjYpRlcJpKld3qXDsx,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-21 00:00:00
NXT3UZUwFdYd8tNXSaadUQcz,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-20 00:00:00
NXTgfPpwqpVW3ZoaruFwx8vi,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-19 00:00:00
NXT6gCgqRCaX0928gpV8r2oBq,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-18 00:00:00
NXT5CrzyvGdI7ijMUSqQF0Urd,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-17 00:00:00
NXT7JPSMONzJBnhg2FHQcRK4l,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-16 00:00:00
NXT7WnZJSHoxi2RA72m8PjgYW,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-15 00:00:00
NXT2LA6jeVHmdtmerSG1tRTmb,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-14 00:00:00
NXT4gSbl3Mcj6NXbNQPCTAv1b,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-13 00:00:00
NXT68R5PIxRMdNqNpfUYM0Oc7,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-12 00:00:00
NXT33g6VyyhGLpxdIyH3SJqd8,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-11 00:00:00
NXT5MiR1PRFaTeJmdQfwIkB6z,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-10 00:00:00
NXTFRgLxdEACVHbYv3mLuHiX,Interest,USD,-1.51000000,-,0.00000000,$1.51,-,-,"approved / Interest",2024-06-09 00:00:00
NXT4XAYwbMYuJwprNLBporjpq,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-08 00:00:00
NXT4A7rnb5XljJnjKsZxLPgfd,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-07 00:00:00
NXT6J1NYLnpm9mHbSrDLfEvi8,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-06 00:00:00
NXT7ccrZ0VtvNHDMzZA65Xleo,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-05 00:00:00
NXT308unOTd8aUbKMkzEnHpS9,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-04 00:00:00
NXT5KMKt4EO3tYdTCBA0teJwX,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-03 00:00:00
NXT6gI4zR4ro8uzFjRIem6bTp,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-02 00:00:00
NXT2AAoKSya1jhjsaHoaGPHdC,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-06-01 00:00:00
NXT4vCIpavyBXD5EODElO6I5T,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-05-31 00:00:00
NXT39Ioi4bcGeG5qeiIi2TW7k,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-05-30 00:00:00
NXT4tD50cFmdA4t6FjXszAKHd,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-05-29 00:00:00
NXTGlMJK1qcYGOLtbgHi7hrd,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-05-28 00:00:00
NXT5QeX5bvPbfP7z50puTsP6z,Interest,USD,-1.50000000,-,0.00000000,$1.50,-,-,"approved / Interest",2024-05-27 00:00:00
