Type,Buy,Cur.,Sell,Cur..1,Fee,Cur..2,Exchange,Group,Comment,Trade ID,Imported From,Add Date,Date
Trade,1.51,ICP,6.43411,USDT,0.00906,ICP,Binance US,53645554,,2303914848,Binance US CSV,2025-06-19,08-11-2023 17:09:00
Trade,32.3,ICP,139.1484,USDT,0.1938,ICP,Binance US,53645554,,2303914852,Binance US CSV,2025-06-19,08-11-2023 17:09:00
Trade,1.06,ICP,4.56648,USDT,0.00636,ICP,Binance US,53645554,,2303914860,Binance US CSV,2025-06-19,08-11-2023 17:09:00
Trade,1.51,ICP,6.47941,USDT,0.00906,ICP,Binance US,53645554,,2303914849,Binance US CSV,2025-06-19,08-11-2023 17:09:00
Trade,4.0,FET,1.504,USDT,0.024,FET,Binance US,53645554,,2303916982,Binance US CSV,2025-06-19,08-11-2023 17:11:00
Withdrawal,0.0,,14997.81991,XLM,0.0200942,XLM,Binance US,53645554,,2303917407,Binance US CSV,2025-06-19,08-11-2023 17:16:00
Withdrawal,0.0,,198.9983052,HBAR,1.00169485,HBAR,Binance US,53645554,,2303914328,Binance US CSV,2025-06-19,08-11-2023 17:34:00
Withdrawal,0.0,,998.9983136,HBAR,1.00168644,HBAR,Binance US,53645554,,2303912934,Binance US CSV,2025-06-19,08-11-2023 17:36:00
Withdrawal,0.0,,23947.19831,HBAR,1.00169485,HBAR,Binance US,53645554,,2303913229,Binance US CSV,2025-06-19,08-11-2023 17:48:00
Withdrawal,0.0,,9.99960362,ICP,0.00039638,ICP,Binance US,53645554,,2303912943,Binance US CSV,2025-06-19,08-11-2023 17:50:00
Withdrawal,0.0,,9.8601261,NEAR,0.1398739,NEAR,Binance US,53645554,,2303914356,Binance US CSV,2025-06-19,08-11-2023 17:58:00
Withdrawal,0.0,,2500.487126,NEAR,0.1398739,NEAR,Binance US,53645554,,2303912963,Binance US CSV,2025-06-19,08-11-2023 18:00:00
Withdrawal,0.0,,308.1796036,ICP,0.00039638,ICP,Binance US,53645554,,2303917474,Binance US CSV,2025-06-19,08-11-2023 18:02:00
Withdrawal,0.0,,5.99879179,FIL,0.00120821,FIL,Binance US,53645554,,2303920638,Binance US CSV,2025-06-19,08-11-2023 18:38:00
Withdrawal,0.0,,9.99879117,FIL,0.00120883,FIL,Binance US,53645554,,2303929461,Binance US CSV,2025-06-19,08-11-2023 19:40:00
Withdrawal,0.0,,492.9267912,FIL,0.00120883,FIL,Binance US,53645554,,2303930034,Binance US CSV,2025-06-19,08-11-2023 19:44:00
Withdrawal,0.0,,2504.457157,FET,34.21884342,FET,Binance US,53645554,,2304060726,Binance US CSV,2025-06-19,09-11-2023 00:46:00
Deposit,950.0,USDT,0.0,,0.0,,Binance US,53645554,,2305842449,Binance US CSV,2025-06-19,14-11-2023 22:42:00
Trade,115.0,IOTA,21.4935,USDT,0.46,IOTA,Binance US,53645554,,2305871715,Binance US CSV,2025-06-19,15-11-2023 00:36:00
Trade,390.0,IOTA,74.1,USDT,1.56,IOTA,Binance US,53645554,,2305872301,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,14.0,IOTA,2.6712,USDT,0.056,IOTA,Binance US,53645554,,2305872303,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,298.0,IOTA,56.2624,USDT,1.192,IOTA,Binance US,53645554,,2305872302,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,456.0,IOTA,86.5032,USDT,1.824,IOTA,Binance US,53645554,,2305872313,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,7.0,IOTA,1.316,USDT,0.028,IOTA,Binance US,53645554,,2305872294,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,344.0,IOTA,65.6352,USDT,1.376,IOTA,Binance US,53645554,,2305872319,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,14.0,IOTA,2.6908,USDT,0.056,IOTA,Binance US,53645554,,2305872323,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,14.0,IOTA,2.6516,USDT,0.056,IOTA,Binance US,53645554,,2305872299,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,341.0,IOTA,64.0739,USDT,1.364,IOTA,Binance US,53645554,,2305872306,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,2099.0,IOTA,396.0813,USDT,8.396,IOTA,Binance US,53645554,,2305872308,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,7.0,IOTA,1.3426,USDT,0.028,IOTA,Binance US,53645554,,2305872320,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,169.0,IOTA,31.9917,USDT,0.676,IOTA,Binance US,53645554,,2305872297,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,141.0,IOTA,27.1284,USDT,0.564,IOTA,Binance US,53645554,,2305872325,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,167.0,IOTA,31.9304,USDT,0.668,IOTA,Binance US,53645554,,2305872317,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,395.0,IOTA,74.0625,USDT,1.58,IOTA,Binance US,53645554,,2305872295,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Trade,53.0,IOTA,10.1071,USDT,0.212,IOTA,Binance US,53645554,,2305872314,Binance US CSV,2025-06-19,15-11-2023 00:41:00
Withdrawal,0.0,,5002.694664,IOTA,1.209336,IOTA,Binance US,53645554,,2305866701,Binance US CSV,2025-06-19,15-11-2023 00:48:00
Deposit,2102.344114,USDT,0.0,,0.0,,Binance US,53645554,,2322518185,Binance US CSV,2025-06-19,23-01-2024 17:20:00
Trade,2351.0,IOTA,516.0445,USDT,9.404,IOTA,Binance US,53645554,,2322611671,Binance US CSV,2025-06-19,24-01-2024 12:16:00
Trade,1355.0,IOTA,297.4225,USDT,5.42,IOTA,Binance US,53645554,,2322612206,Binance US CSV,2025-06-19,24-01-2024 12:16:00
Trade,2348.0,IOTA,515.386,USDT,9.392,IOTA,Binance US,53645554,,2322612623,Binance US CSV,2025-06-19,24-01-2024 12:16:00
Trade,2461.0,IOTA,540.1895,USDT,9.844,IOTA,Binance US,53645554,,2322611087,Binance US CSV,2025-06-19,24-01-2024 12:16:00
Trade,1064.0,IOTA,233.548,USDT,4.256,IOTA,Binance US,53645554,,2322612624,Binance US CSV,2025-06-19,24-01-2024 12:16:00
Withdrawal,0.0,,9539.453795,IOTA,1.230205,IOTA,Binance US,53645554,,2322618933,Binance US CSV,2025-06-19,24-01-2024 15:20:00
Deposit,2496.0,USDT,0.0,,0.0,,Binance US,53645554,,2328562353,Binance US CSV,2025-06-19,25-02-2024 20:36:00
Trade,25.0,IOTA,6.9575,USDT,0.15,IOTA,Binance US,53645554,,2328579597,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,113.0,IOTA,31.6965,USDT,0.678,IOTA,Binance US,53645554,,2328579614,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,206.0,IOTA,60.0078,USDT,1.236,IOTA,Binance US,53645554,,2328579675,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,57.0,IOTA,16.4388,USDT,0.342,IOTA,Binance US,53645554,,2328579657,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,4.0,IOTA,1.1324,USDT,0.024,IOTA,Binance US,53645554,,2328579624,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,110.0,IOTA,30.272,USDT,0.66,IOTA,Binance US,53645554,,2328579562,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,70.0,IOTA,19.495,USDT,0.42,IOTA,Binance US,53645554,,2328579596,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.5867,USDT,0.078,IOTA,Binance US,53645554,,2328579560,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,135.0,IOTA,38.313,USDT,0.81,IOTA,Binance US,53645554,,2328579630,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,113.0,IOTA,32.0242,USDT,0.678,IOTA,Binance US,53645554,,2328579625,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,198.0,IOTA,54.5094,USDT,1.188,IOTA,Binance US,53645554,,2328579565,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,19.0,IOTA,5.2307,USDT,0.114,IOTA,Binance US,53645554,,2328579575,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.7505,USDT,0.078,IOTA,Binance US,53645554,,2328579655,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.6036,USDT,0.078,IOTA,Binance US,53645554,,2328579585,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,206.0,IOTA,59.3898,USDT,1.236,IOTA,Binance US,53645554,,2328579653,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,1897.0,IOTA,526.4175,USDT,11.382,IOTA,Binance US,53645554,,2328579583,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,46.0,IOTA,12.8616,USDT,0.276,IOTA,Binance US,53645554,,2328579610,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4992,USDT,0.072,IOTA,Binance US,53645554,,2328579680,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,104.0,IOTA,28.5896,USDT,0.624,IOTA,Binance US,53645554,,2328579561,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,138.0,IOTA,38.0052,USDT,0.828,IOTA,Binance US,53645554,,2328579570,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,199.0,IOTA,56.2175,USDT,1.194,IOTA,Binance US,53645554,,2328579621,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.64,USDT,0.078,IOTA,Binance US,53645554,,2328579612,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,59.0,IOTA,16.4669,USDT,0.354,IOTA,Binance US,53645554,,2328579602,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,77.0,IOTA,22.4917,USDT,0.462,IOTA,Binance US,53645554,,2328579682,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,211.0,IOTA,60.8102,USDT,1.266,IOTA,Binance US,53645554,,2328579648,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,247.0,IOTA,71.9511,USDT,1.482,IOTA,Binance US,53645554,,2328579677,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4608,USDT,0.072,IOTA,Binance US,53645554,,2328579654,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,67.0,IOTA,19.4233,USDT,0.402,IOTA,Binance US,53645554,,2328579665,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4356,USDT,0.072,IOTA,Binance US,53645554,,2328579643,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,133.0,IOTA,38.304,USDT,0.798,IOTA,Binance US,53645554,,2328579649,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,5.0,IOTA,1.3845,USDT,0.03,IOTA,Binance US,53645554,,2328579582,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,213.0,IOTA,58.8306,USDT,1.278,IOTA,Binance US,53645554,,2328579576,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4224,USDT,0.072,IOTA,Binance US,53645554,,2328579635,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,5.0,IOTA,1.4365,USDT,0.03,IOTA,Binance US,53645554,,2328579646,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.575,USDT,0.078,IOTA,Binance US,53645554,,2328579578,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.7882,USDT,0.078,IOTA,Binance US,53645554,,2328579679,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,7.0,IOTA,1.9747,USDT,0.042,IOTA,Binance US,53645554,,2328579622,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,110.0,IOTA,31.812,USDT,0.66,IOTA,Binance US,53645554,,2328579660,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.64,USDT,0.078,IOTA,Binance US,53645554,,2328579608,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4296,USDT,0.072,IOTA,Binance US,53645554,,2328579639,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.486,USDT,0.072,IOTA,Binance US,53645554,,2328579670,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.653,USDT,0.078,IOTA,Binance US,53645554,,2328579616,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,2783.0,IOTA,766.9948,USDT,16.698,IOTA,Binance US,53645554,,2328579563,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.6764,USDT,0.078,IOTA,Binance US,53645554,,2328579618,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,8.0,IOTA,2.2056,USDT,0.048,IOTA,Binance US,53645554,,2328579572,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.7141,USDT,0.078,IOTA,Binance US,53645554,,2328579638,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.4104,USDT,0.072,IOTA,Binance US,53645554,,2328579632,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,208.0,IOTA,58.136,USDT,1.248,IOTA,Binance US,53645554,,2328579606,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,194.0,IOTA,56.3376,USDT,1.164,IOTA,Binance US,53645554,,2328579668,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,20.0,IOTA,5.56,USDT,0.12,IOTA,Binance US,53645554,,2328579593,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.6127,USDT,0.078,IOTA,Binance US,53645554,,2328579590,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,59.0,IOTA,16.7383,USDT,0.354,IOTA,Binance US,53645554,,2328579627,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,4.0,IOTA,1.1156,USDT,0.024,IOTA,Binance US,53645554,,2328579600,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,26.0,IOTA,7.5582,USDT,0.156,IOTA,Binance US,53645554,,2328579672,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,40.0,IOTA,11.568,USDT,0.24,IOTA,Binance US,53645554,,2328579663,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,76.0,IOTA,20.9228,USDT,0.456,IOTA,Binance US,53645554,,2328579577,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,136.0,IOTA,38.0256,USDT,0.816,IOTA,Binance US,53645554,,2328579605,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,68.0,IOTA,19.3256,USDT,0.408,IOTA,Binance US,53645554,,2328579633,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,12.0,IOTA,3.474,USDT,0.072,IOTA,Binance US,53645554,,2328579666,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,13.0,IOTA,3.6257,USDT,0.078,IOTA,Binance US,53645554,,2328579598,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,115.0,IOTA,31.9355,USDT,0.69,IOTA,Binance US,53645554,,2328579588,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,111.0,IOTA,31.7682,USDT,0.666,IOTA,Binance US,53645554,,2328579640,Binance US CSV,2025-06-19,25-02-2024 20:49:00
Trade,47.0,IOTA,13.0519,USDT,0.282,IOTA,Binance US,53645554,,2328578053,Binance US CSV,2025-06-19,25-02-2024 20:51:00
Withdrawal,0.0,,8866.219507,IOTA,1.254493,IOTA,Binance US,53645554,,2328581038,Binance US CSV,2025-06-19,25-02-2024 21:56:00
