timestamp,tx_type,received_amount,received_currency,sent_amount,sent_currency,fee,fee_currency,comment,txid,url,exchange,wallet_address
2024-01-12 01:17:18,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",08E00E13195A4AA99AD713C67161794BEBCE2A49354B008217AC8CC92AB072F2-0,https://www.mintscan.io/celestia/tx/08E00E13195A4AA99AD713C67161794BEBCE2A49354B008217AC8CC92AB072F2,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:15:53,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",4DE9A1F0618DEB6ED1699C646860D0CDE8177C6C6C0BD312B224141FBEB65259-0,https://www.mintscan.io/celestia/tx/4DE9A1F0618DEB6ED1699C646860D0CDE8177C6C6C0BD312B224141FBEB65259,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:15:17,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",A4A6D9C3A5B29978C3B12584BAF70328F5FDB94D8930FF1213731235E05E9241-0,https://www.mintscan.io/celestia/tx/A4A6D9C3A5B29978C3B12584BAF70328F5FDB94D8930FF1213731235E05E9241,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:14:40,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",6C88E8AD9312DE83F958FA112787B7487AF99104246040EACC847423AEA8AE08-0,https://www.mintscan.io/celestia/tx/6C88E8AD9312DE83F958FA112787B7487AF99104246040EACC847423AEA8AE08,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:14:03,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",92E3ABCEAF14C13C4A7C97F04BA441DC1233C5467CA1DA303E1EC1407A6022F2-0,https://www.mintscan.io/celestia/tx/92E3ABCEAF14C13C4A7C97F04BA441DC1233C5467CA1DA303E1EC1407A6022F2,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:12:32,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",C144193D0E3455EC4287F3519B56FEA4E4ED9A0ABB10352FEDDAF5FE912C2257-0,https://www.mintscan.io/celestia/tx/C144193D0E3455EC4287F3519B56FEA4E4ED9A0ABB10352FEDDAF5FE912C2257,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:12:07,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",F615FC8AC3FE69571831E2DBCCE55E9261FBAF701492BC871463E5BBAECD1E4B-0,https://www.mintscan.io/celestia/tx/F615FC8AC3FE69571831E2DBCCE55E9261FBAF701492BC871463E5BBAECD1E4B,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:11:17,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",5141C0F28030CB4C19C640B165FF6CB1B99905B49C29D9E52ED97B2943560430-0,https://www.mintscan.io/celestia/tx/5141C0F28030CB4C19C640B165FF6CB1B99905B49C29D9E52ED97B2943560430,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:10:53,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",D37092B3AA0A5D8BADCE7BB5383860FC1F7D234224FD5CBF87150DA75040D726-0,https://www.mintscan.io/celestia/tx/D37092B3AA0A5D8BADCE7BB5383860FC1F7D234224FD5CBF87150DA75040D726,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
2024-01-12 01:10:28,_SELF_TRANSFER,,,,,0.001911,TIA,"[memo:data:,{""op"":""mint"",""amt"":10000...]",6697751C8BB2AF958F3EFC569E06C81CC0B03DC02D2AECF15B9EE3165DD72CB5-0,https://www.mintscan.io/celestia/tx/6697751C8BB2AF958F3EFC569E06C81CC0B03DC02D2AECF15B9EE3165DD72CB5,tia_blockchain,celestia1c425ckmve2489atttx022qpc02gxspa29wmh0d
