ID (read-only),Parent ID (read-only),Date (UTC),Type,Tag,From Wallet (read-only),From Wallet ID,From Amount,From Currency,To Wallet (read-only),To Wallet ID,To Amount,To Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Fee Worth Amount,Fee Worth Currency,Net Value (read-only),Fee Value (read-only),Value Currency (read-only),Deleted,From Source (read-only),To Source (read-only),Negative Balances (read-only),Missing Rates (read-only),Missing Cost Basis (read-only),Synced To Accounting At (UTC read-only),TxSrc,TxDest,TxHash,Description
B40A3C8D43AFC7AECF7DAE7B95C71BCB,,2024-11-05 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.405814,ADA;1865,0.0,,0.0,,0.0,,0.1357868329,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 518
73855EE0C8C499066B248A3A96ED66BF,,2024-10-31 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.269769,ADA;1865,0.0,,0.0,,0.0,,0.092571088,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 517
A2743EDB4E23DB91CA8EE97258749CFE,,2024-10-26 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.25237,ADA;1865,0.0,,0.0,,0.0,,0.0838694969,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 516
4314594AC44251623E7A3182CDB2790C,,2024-10-21 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.384964,ADA;1865,0.0,,0.0,,0.0,,0.1395791012,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 515
3CA4ABCCA54623BEFF1543C8BF124327,,2024-10-16 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.281737,ADA;1865,0.0,,0.0,,0.0,,0.0997607832,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 514
8A0A48411D08C604E144F2C39623C384,,2024-10-11 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.245036,ADA;1865,0.0,,0.0,,0.0,,0.0864124868,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 513
36EB3F8CBE26F3F21B19A9B11D6324DE,,2024-10-06 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.290051,ADA;1865,0.0,,0.0,,0.0,,0.1029320609,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 512
798079F8DEEA900A0C42BC0B20821E6B,,2024-10-01 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.309489,ADA;1865,0.0,,0.0,,0.0,,0.108969253,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 511
CFA570C8FAD63D821039D1621F757960,,2024-09-26 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.416012,ADA;1865,0.0,,0.0,,0.0,,0.1661636273,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 510
7D692A0DB7260FE77B96D99A270FC387,,2024-09-21 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.283778,ADA;1865,0.0,,0.0,,0.0,,0.10110568,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 509
FA1476D96B5BA41EB8907B17C439A638,,2024-09-16 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.284162,ADA;1865,0.0,,0.0,,0.0,,0.0932910621,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 508
F9F42D53E879B7CD4881BEB5BF2AD7D3,,2024-09-11 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.286061,ADA;1865,0.0,,0.0,,0.0,,0.0992300805,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 507
391659F729D1AF24CADFCD55B46B3BD8,,2024-09-06 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.418795,ADA;1865,0.0,,0.0,,0.0,,0.1305971161,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 506
99DEE492B352388286AED9144790BA38,,2024-09-01 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.385073,ADA;1865,0.0,,0.0,,0.0,,0.1297903005,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 505
D8E1F93246CE138A498178E5BF9AB4AD,,2024-08-27 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.261354,ADA;1865,0.0,,0.0,,0.0,,0.0935715113,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 504
611EE20EBA17291BF96C27F6B11B8245,,2024-08-22 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.26816,ADA;1865,0.0,,0.0,,0.0,,0.1002778393,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 503
7C18CA101956197843FCBA1B315C1D17,,2024-08-17 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.168948,ADA;1865,0.0,,0.0,,0.0,,0.0566547971,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 502
791D350F39DC3C751C8D4077765F2759,,2024-08-12 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.284271,ADA;1865,0.0,,0.0,,0.0,,0.0951047169,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 501
D00F0EFD1F5EBC9EED184B172487FEFC,,2024-08-07 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.217499,ADA;1865,0.0,,0.0,,0.0,,0.0710684613,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 500
3C4BB24EDE4C1236A69175B10F68B270,,2024-08-02 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.334471,ADA;1865,0.0,,0.0,,0.0,,0.1226838036,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 499
2C8830B45D1608A77BF4C2A24B039C8C,,2024-07-28 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.267834,ADA;1865,0.0,,0.0,,0.0,,0.1092958678,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 498
8316294127192596B36CF28C864745F4,,2024-07-23 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.247522,ADA;1865,0.0,,0.0,,0.0,,0.1016462253,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 497
140C14CEF4C3ABCF05A3B364B10CC69D,,2024-07-18 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.301401,ADA;1865,0.0,,0.0,,0.0,,0.1272033813,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 496
C4F8A52D6787978AFD09B98870371C5C,,2024-07-13 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.240962,ADA;1865,0.0,,0.0,,0.0,,0.1056445746,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 495
4EF0B110278E5BE2108AD71C5DD83967,,2024-07-08 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.280389,ADA;1865,0.0,,0.0,,0.0,,0.1033438742,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 494
3C5DA96224999536CF29BBD7871A77AD,,2024-07-03 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.27452,ADA;1865,0.0,,0.0,,0.0,,0.1111507169,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 493
6141B382381D609DEBCF689EBE022AF8,,2024-06-28 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.244982,ADA;1865,0.0,,0.0,,0.0,,0.0950076237,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 492
B2B8CC262FBC719DE766455EDFC89C31,,2024-06-23 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.249535,ADA;1865,0.0,,0.0,,0.0,,0.09584512,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 491
1E2C744DC1AEA4DA1B38CD70A5041CFB,,2024-06-18 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.238744,ADA;1865,0.0,,0.0,,0.0,,0.0910037357,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 490
902F08B2B8800D8C9D12FDD837D38D58,,2024-06-13 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.372036,ADA;1865,0.0,,0.0,,0.0,,0.1569588597,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 489
20DCA6E79AA4612114CB8AD9A4D4AC34,,2024-06-08 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.257411,ADA;1865,0.0,,0.0,,0.0,,0.1121425764,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 488
AB69F4875E217F1468D52487C329FA00,,2024-06-03 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.270717,ADA;1865,0.0,,0.0,,0.0,,0.1243676679,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 487
FFAC08AB1CBEB05CE6EF8F4198BDC160,,2024-05-29 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.341926,ADA;1865,0.0,,0.0,,0.0,,0.1545979093,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 486
8BDA2AE15F7F7A5F218ACA47283F13B1,,2024-05-24 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.220274,ADA;1865,0.0,,0.0,,0.0,,0.1011466273,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 485
8088714375F54F064D7F3EA81D80D5E1,,2024-05-19 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.285134,ADA;1865,0.0,,0.0,,0.0,,0.1330804399,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 484
B1ACCFFEF3084873BD14FD16A45C28AC,,2024-05-14 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.335267,ADA;1865,0.0,,0.0,,0.0,,0.1442746147,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 483
1FF2FB08B0434B8E3B93C52AA8CF8AE9,,2024-05-09 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.334609,ADA;1865,0.0,,0.0,,0.0,,0.1532230766,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 482
4DA9A7289D567534F3E5A189170FBFB1,,2024-05-04 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.337033,ADA;1865,0.0,,0.0,,0.0,,0.157299408,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 481
44B37301D7BAAB28D487351606C04ACD,,2024-04-29 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.348735,ADA;1865,0.0,,0.0,,0.0,,0.1576533074,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 480
E0F65883766A7D41DCB7D8521AAE378D,,2024-04-24 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.266188,ADA;1865,0.0,,0.0,,0.0,,0.1273764093,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 479
A7E5C831F198A2441F619A515D36C955,,2024-04-19 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.278798,ADA;1865,0.0,,0.0,,0.0,,0.1316461853,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 478
B41830CDFFB656562243BC9DC66EC9AD,,2024-04-14 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.254028,ADA;1865,0.0,,0.0,,0.0,,0.1128913157,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 477
797F8D9431E0A79E8BD9AC63DE4362D0,,2024-04-09 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.306589,ADA;1865,0.0,,0.0,,0.0,,0.1831258231,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 476
18546937288681484DF9D3F84318118D,,2024-04-04 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,0.330482,ADA;1865,0.0,,0.0,,0.0,,0.1909378646,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 475
2639A0A0F1CBF3A51F74CF4857353833,,2024-03-30 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,26.578906,ADA;1865,0.0,,0.0,,0.0,,17.1502920984,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 474
9E278DCD7ED809DA8F580F7CCCFC3E0D,,2024-03-25 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,27.500943,ADA;1865,0.0,,0.0,,0.0,,18.1634744947,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 473
9CC36F079C909DC235F9B728DCC4B7C5,,2024-03-20 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,25.319576,ADA;1865,0.0,,0.0,,0.0,,16.1808959681,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 472
30C318978793094D905ECC1614C02754,,2024-03-15 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,26.439675,ADA;1865,0.0,,0.0,,0.0,,18.7775022541,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 471
C88F1AD545B3D73CF1BBD3239E401EBC,,2024-03-10 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,19.729335,ADA;1865,0.0,,0.0,,0.0,,14.1723569775,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 470
BBF47A79198E7F5766F6DD01BB734DC9,,2024-03-05 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,29.274575,ADA;1865,0.0,,0.0,,0.0,,19.7406158877,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 469
21617786EFE8368E99C9B9B58FBEDF8A,,2024-02-29 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,12.855547,ADA;1865,0.0,,0.0,,0.0,,8.4861584958,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 468
D64FE1E35F7270D517F22DF7A2CB1BEE,,2024-02-24 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,27.422373,ADA;1865,0.0,,0.0,,0.0,,16.1957763652,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 467
AEFB23F217EF1EA4AEA6DB1B761DCC19,,2024-02-19 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,29.384348,ADA;1865,0.0,,0.0,,0.0,,18.6052996649,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 466
E0383ABBEDC43DD21ED7D9B3F49584C9,,2024-02-14 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,23.799676,ADA;1865,0.0,,0.0,,0.0,,13.7072885218,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 465
54344F14352085E3F6CB628C0F914CF1,,2024-02-09 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,26.270099,ADA;1865,0.0,,0.0,,0.0,,14.2886066878,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 464
831D277045F43CB39189D8BA71C8A1D1,,2024-02-04 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,29.794816,ADA;1865,0.0,,0.0,,0.0,,14.9631413767,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 463
2AC4DB2B04B5FD7D947EA1AE27AF8DA5,,2024-01-30 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,28.760426,ADA;1865,0.0,,0.0,,0.0,,14.9535168061,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 462
F629826C40B4DE47F41A166E933CC945,,2024-01-25 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,25.233565,ADA;1865,0.0,,0.0,,0.0,,11.7942783523,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 461
DE61A76F5C95A32841224C22669692F7,,2024-01-20 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,22.282551,ADA;1865,0.0,,0.0,,0.0,,11.4752761305,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 460
85F72830D7256EB9949BB7D8DA4B5398,,2024-01-15 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,24.243379,ADA;1865,0.0,,0.0,,0.0,,12.8481449943,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 459
B5409E4E709F249CA8BAC542EA11182E,,2024-01-10 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,24.601159,ADA;1865,0.0,,0.0,,0.0,,13.4381822968,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 458
5C485C8958DF40C0CF391439F26B5721,,2024-01-05 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,26.419396,ADA;1865,0.0,,0.0,,0.0,,14.0455736401,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 457
51DC49419BF08EFE17AA403D36606829,,2023-12-31 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,28.922906,ADA;1865,0.0,,0.0,,0.0,,17.4437539163,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 456
47B428FB2107D079B07CBCDA470763E9,,2023-12-26 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,23.822866,ADA;1865,0.0,,0.0,,0.0,,14.3292323178,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 455
BF4CF38D1DB19A80D45F7B8C25F53EFB,,2023-12-21 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,23.276861,ADA;1865,0.0,,0.0,,0.0,,14.4964356472,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 454
65D88AD4321C9ED118902C2ACA766DC5,,2023-12-16 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,24.163035,ADA;1865,0.0,,0.0,,0.0,,14.8057186209,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 453
E0B5B42D5B51B5607F2D7E86D86ABBF5,,2023-12-11 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,30.356936,ADA;1865,0.0,,0.0,,0.0,,16.6519741691,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 452
DE11EAF8B0CA5950DD84F9A6DD1D6786,,2023-12-06 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,36.068669,ADA;1865,0.0,,0.0,,0.0,,16.0712255212,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 451
8EE323F4594D0F7A980DF54D5526D33E,,2023-12-01 21:44:51,deposit,reward,,,0.0,,Cardano (ADA);cardano,34F925930140F54859509ACC8CEE7F9B,24.723317,ADA;1865,0.0,,0.0,,0.0,,9.5009789147,0.0,USD;10,false,,api,false,false,,,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,,,Rewards for epoch 450
